Loss,Accuracy,Learning_rate
0.13372959196567535,0.953125,0.002
0.1265227347612381,0.95703125,0.002
0.1334439516067505,0.956250011920929,0.002
0.14684626460075378,0.9505208134651184,0.002
0.15367825329303741,0.9441964030265808,0.002
0.15270006656646729,0.9453125,0.002
0.14729945361614227,0.9479166865348816,0.002
0.15095342695713043,0.948437511920929,0.002
0.15918219089508057,0.9474431872367859,0.002
0.1604529619216919,0.9466145634651184,0.002
0.16036094725131989,0.9447115659713745,0.002
0.16575121879577637,0.9419642686843872,0.002
0.16426624357700348,0.9437500238418579,0.002
0.1608859896659851,0.9443359375,0.002
0.1633397787809372,0.9430146813392639,0.002
0.16580694913864136,0.9418402910232544,0.002
0.16193202137947083,0.9432565569877625,0.002
0.1621721237897873,0.94140625,0.002
0.16326475143432617,0.941220223903656,0.002
0.16061809659004211,0.9431818127632141,0.002
0.1603226661682129,0.94361412525177,0.002
0.16003644466400146,0.9440104365348816,0.002
0.15746991336345673,0.9456250071525574,0.002
0.16097216308116913,0.9453125,0.002
0.16070111095905304,0.9450231194496155,0.002
0.15768498182296753,0.9469866156578064,0.002
0.15725983679294586,0.946659505367279,0.002
0.1561766415834427,0.9463541507720947,0.002
0.1571366935968399,0.9470766186714172,0.002
0.15544700622558594,0.94775390625,0.002
0.15661726891994476,0.9479166865348816,0.002
0.1580895483493805,0.9476103186607361,0.002
0.15754997730255127,0.9477678537368774,0.002
0.15908291935920715,0.9479166865348816,0.002
0.160085529088974,0.947212815284729,0.002
0.1586029827594757,0.9473684430122375,0.002
0.1555834263563156,0.9487179517745972,0.002
0.1536334753036499,0.94921875,0.002
0.1519751399755478,0.9496951103210449,0.002
0.152061328291893,0.9486607313156128,0.002
0.15249881148338318,0.9487645626068115,0.002
0.15075474977493286,0.94921875,0.002
0.14985597133636475,0.949305534362793,0.002
0.1508057564496994,0.94870924949646,0.002
0.1515503227710724,0.9484707713127136,0.002
0.15114381909370422,0.9485676884651184,0.002
0.15158216655254364,0.9480229616165161,0.002
0.15235641598701477,0.9471874833106995,0.002
0.15373001992702484,0.9466911554336548,0.002
0.15460266172885895,0.946213960647583,0.002
0.15307578444480896,0.9466391801834106,0.002
0.15333253145217896,0.9467592835426331,0.002
0.15388311445713043,0.9463068246841431,0.002
0.15305748581886292,0.9461495280265808,0.002
0.15420934557914734,0.9451754093170166,0.002
0.15466536581516266,0.9447737336158752,0.002
0.15480001270771027,0.9443855881690979,0.002
0.15484057366847992,0.944531261920929,0.002
0.15521658957004547,0.9441598653793335,0.002
0.15552787482738495,0.9443044066429138,0.002
0.15577033162117004,0.9441964030265808,0.002
0.1545993834733963,0.9443359375,0.002
0.15660764276981354,0.9435096383094788,0.002
0.15621061623096466,0.9436553120613098,0.002
0.15570864081382751,0.9437966346740723,0.002
0.15443941950798035,0.9443933963775635,0.002
0.1532411128282547,0.9451992511749268,0.002
0.15229226648807526,0.9457589387893677,0.002
0.15291540324687958,0.9452024698257446,0.002
0.153396874666214,0.9450954794883728,0.002
0.15470606088638306,0.9447773694992065,0.002
0.1539911925792694,0.9451013803482056,0.002
0.15371164679527283,0.9454166889190674,0.002
0.1532524675130844,0.9455180764198303,0.002
0.15287041664123535,0.9458197951316833,0.002
0.15313978493213654,0.9457131624221802,0.002
0.15313805639743805,0.9458069801330566,0.002
0.15298748016357422,0.9457031488418579,0.002
0.15205122530460358,0.9461805820465088,0.002
0.1513800024986267,0.9464557766914368,0.002
0.15068621933460236,0.9467244148254395,0.002
0.15010668337345123,0.9468005895614624,0.002
0.15032225847244263,0.9466911554336548,0.002
0.1498880386352539,0.9467659592628479,0.002
0.14905056357383728,0.9470186829566956,0.002
0.15116848051548004,0.9467329382896423,0.002
0.15207287669181824,0.9462780952453613,0.002
0.15134678781032562,0.9465277791023254,0.002
0.15240278840065002,0.9459134340286255,0.002
0.15318116545677185,0.945652186870575,0.002
0.15315616130828857,0.9457325339317322,0.002
0.15330816805362701,0.9458111524581909,0.002
0.1530970335006714,0.9458881616592407,0.002
0.15258410573005676,0.9461262822151184,0.002
0.15179000794887543,0.9465206265449524,0.002
0.1512283980846405,0.9465880393981934,0.002
0.15052902698516846,0.9469696879386902,0.002
0.15064457058906555,0.9468749761581421,0.002
0.18411977589130402,0.9375,0.002
0.1581205427646637,0.953125,0.002
0.15366318821907043,0.953125,0.002
0.1524319350719452,0.95703125,0.002
0.15924464166164398,0.949999988079071,0.002
0.15247692167758942,0.9479166865348816,0.002
0.151397705078125,0.9508928656578064,0.002
0.14048819243907928,0.955078125,0.002
0.14196154475212097,0.9513888955116272,0.002
0.14028242230415344,0.949999988079071,0.002
0.13742856681346893,0.9488636255264282,0.002
0.1322823166847229,0.9505208134651184,0.002
0.13554538786411285,0.9507211446762085,0.002
0.1309477984905243,0.9520089030265808,0.002
0.1322295069694519,0.9520833492279053,0.002
0.13461898267269135,0.953125,0.002
0.14531895518302917,0.9494485259056091,0.002
0.14373207092285156,0.9505208134651184,0.002
0.14078983664512634,0.9506579041481018,0.002
0.13686347007751465,0.952343761920929,0.002
0.14508265256881714,0.9501488208770752,0.002
0.14440913498401642,0.9495738744735718,0.002
0.14110136032104492,0.9510869383811951,0.002
0.14949363470077515,0.9479166865348816,0.002
0.14709417521953583,0.9487500190734863,0.002
0.1448415070772171,0.9495192170143127,0.002
0.14301790297031403,0.9496527910232544,0.002
0.14445193111896515,0.9486607313156128,0.002
0.14611998200416565,0.9482758641242981,0.002
0.1448863446712494,0.948437511920929,0.002
0.1472623497247696,0.9475806355476379,0.002
0.14729225635528564,0.94775390625,0.002
0.1499180644750595,0.9474431872367859,0.002
0.14806987345218658,0.9480698704719543,0.002
0.14852803945541382,0.9477678537368774,0.002
0.14594022929668427,0.94921875,0.002
0.14454858005046844,0.9489020109176636,0.002
0.14861102402210236,0.9469572305679321,0.002
0.1465846300125122,0.9479166865348816,0.002
0.14751286804676056,0.9468749761581421,0.002
0.14659160375595093,0.9474085569381714,0.002
0.14589789509773254,0.9471726417541504,0.002
0.14604821801185608,0.9469476938247681,0.002
0.14609089493751526,0.9470880627632141,0.002
0.14365381002426147,0.9482638835906982,0.002
0.14339174330234528,0.94870924949646,0.002
0.14461569488048553,0.9484707713127136,0.002
0.1438092589378357,0.9485676884651184,0.002
0.14230258762836456,0.9489796161651611,0.002
0.1412965953350067,0.9493749737739563,0.002
0.14196012914180756,0.9491421580314636,0.002
0.14196789264678955,0.94921875,0.002
0.14416682720184326,0.9484080076217651,0.002
0.1437845230102539,0.9487847089767456,0.002
0.14155380427837372,0.9497159123420715,0.002
0.1422550082206726,0.94921875,0.002
0.14125193655490875,0.9492872953414917,0.002
0.14168694615364075,0.9490840435028076,0.002
0.14170876145362854,0.9491525292396545,0.002
0.14039987325668335,0.9497395753860474,0.002
0.1395653486251831,0.9500512480735779,0.002
0.14100252091884613,0.9495967626571655,0.002
0.14128229022026062,0.9491567611694336,0.002
0.14177781343460083,0.948974609375,0.002
0.14208126068115234,0.9485576748847961,0.002
0.1418815702199936,0.9483901262283325,0.002
0.14258208870887756,0.9479944109916687,0.002
0.143684521317482,0.9480698704719543,0.002
0.14404504001140594,0.9479166865348816,0.002
0.14484421908855438,0.9475446343421936,0.002
0.1447521299123764,0.9476232528686523,0.002
0.14318156242370605,0.9483506679534912,0.002
0.14239412546157837,0.948630154132843,0.002
0.14160476624965668,0.9489020109176636,0.002
0.14246878027915955,0.9487500190734863,0.002
0.1433909684419632,0.9483963847160339,0.002
0.14382174611091614,0.948051929473877,0.002
0.14378204941749573,0.9479166865348816,0.002
0.14418341219425201,0.9481803774833679,0.002
0.14488111436367035,0.9476562738418579,0.002
0.14438360929489136,0.9475308656692505,0.002
0.14387968182563782,0.9477896094322205,0.002
0.14384788274765015,0.9480421543121338,0.002
0.14384296536445618,0.9481026530265808,0.002
0.14290958642959595,0.9485294222831726,0.002
0.1416817158460617,0.9489462375640869,0.002
0.14227324724197388,0.9488146305084229,0.002
0.1424194574356079,0.9490411877632141,0.002
0.1421077400445938,0.9492626190185547,0.002
0.1418362557888031,0.9494791626930237,0.002
0.14287422597408295,0.9493475556373596,0.002
0.14298538863658905,0.94921875,0.002
0.1437322199344635,0.9485887289047241,0.002
0.14456352591514587,0.9484707713127136,0.002
0.14496231079101562,0.948519766330719,0.002
0.1449974775314331,0.9484049677848816,0.002
0.14448867738246918,0.9482925534248352,0.002
0.1458912193775177,0.9475446343421936,0.002
0.14571942389011383,0.9477588534355164,0.002
0.14673233032226562,0.9476562738418579,0.002
0.10019826889038086,0.953125,0.002
0.11145671457052231,0.9453125,0.002
0.11330762505531311,0.9427083134651184,0.002
0.11493915319442749,0.9453125,0.002
0.13374100625514984,0.940625011920929,0.002
0.14114011824131012,0.9322916865348816,0.002
0.13826940953731537,0.9330357313156128,0.002
0.13384510576725006,0.935546875,0.002
0.12776602804660797,0.9392361044883728,0.002
0.13179364800453186,0.9375,0.002
0.1321059763431549,0.9360795617103577,0.002
0.14200937747955322,0.93359375,0.002
0.14361321926116943,0.932692289352417,0.002
0.13859403133392334,0.9352678656578064,0.002
0.1473361700773239,0.9322916865348816,0.002
0.14524313807487488,0.93359375,0.002
0.14494988322257996,0.9347426295280457,0.002
0.145224466919899,0.9366319179534912,0.002
0.1423317790031433,0.9383223652839661,0.002
0.14233344793319702,0.9390624761581421,0.002
0.14069046080112457,0.9404761791229248,0.002
0.14224547147750854,0.9396306872367859,0.002
0.14535902440547943,0.9375,0.002
0.14149296283721924,0.9401041865348816,0.002
0.14030173420906067,0.9412500262260437,0.002
0.14157982170581818,0.9393028616905212,0.002
0.14590369164943695,0.9386574029922485,0.002
0.1445082724094391,0.9397321343421936,0.002
0.14100611209869385,0.9412715435028076,0.002
0.13952745497226715,0.9427083134651184,0.002
0.1401049941778183,0.9435483813285828,0.002
0.13955816626548767,0.9443359375,0.002
0.14163513481616974,0.9436553120613098,0.002
0.14120973646640778,0.9439338445663452,0.002
0.1449117660522461,0.9424107074737549,0.002
0.1433161348104477,0.9431423544883728,0.002
0.14212004840373993,0.943412184715271,0.002
0.14115095138549805,0.9436677694320679,0.002
0.1410323977470398,0.9443109035491943,0.002
0.1412634700536728,0.9449218511581421,0.002
0.1423340141773224,0.9443597793579102,0.002
0.14244511723518372,0.9445684552192688,0.002
0.1439400166273117,0.9436773061752319,0.002
0.14405392110347748,0.9442471861839294,0.002
0.1434551328420639,0.9444444179534912,0.002
0.1456965208053589,0.9432744383811951,0.002
0.14353278279304504,0.944481372833252,0.002
0.14192602038383484,0.9453125,0.002
0.14147205650806427,0.9457908272743225,0.002
0.13944923877716064,0.9468749761581421,0.002
0.13982351124286652,0.9466911554336548,0.002
0.13935616612434387,0.9468148946762085,0.002
0.13735832273960114,0.947818398475647,0.002
0.13852545619010925,0.9473379850387573,0.002
0.1377030462026596,0.9477272629737854,0.002
0.13677522540092468,0.9481026530265808,0.002
0.13607707619667053,0.9487390518188477,0.002
0.136011004447937,0.9488146305084229,0.002
0.13500458002090454,0.9491525292396545,0.002
0.13560956716537476,0.94921875,0.002
0.13612757623195648,0.9485143423080444,0.002
0.13623937964439392,0.9488407373428345,0.002
0.13725854456424713,0.9484127163887024,0.002
0.1393910050392151,0.947998046875,0.002
0.13900509476661682,0.9480769038200378,0.002
0.1376017928123474,0.9488636255264282,0.002
0.1384899765253067,0.9484608173370361,0.002
0.139204204082489,0.9482996463775635,0.002
0.13840484619140625,0.9488224387168884,0.002
0.13733845949172974,0.9493303298950195,0.002
0.13781577348709106,0.9491637349128723,0.002
0.13747268915176392,0.9496527910232544,0.002
0.13805542886257172,0.9497003555297852,0.002
0.13959987461566925,0.9495354890823364,0.002
0.14056241512298584,0.9489583373069763,0.002
0.1409592628479004,0.9483963847160339,0.002
0.14103564620018005,0.9484577775001526,0.002
0.14197655022144318,0.9481169581413269,0.002
0.14218014478683472,0.9477847814559937,0.002
0.14202743768692017,0.9478515386581421,0.002
0.1424712985754013,0.9475308656692505,0.002
0.14302100241184235,0.9474085569381714,0.002
0.14305882155895233,0.9471008777618408,0.002
0.14375251531600952,0.9466145634651184,0.002
0.14276795089244843,0.9470587968826294,0.002
0.14267005026340485,0.9467659592628479,0.002
0.1426077038049698,0.9470186829566956,0.002
0.14461864531040192,0.9465553760528564,0.002
0.14564542472362518,0.946102499961853,0.002
0.14526993036270142,0.9465277791023254,0.002
0.14432168006896973,0.9471153616905212,0.002
0.14475107192993164,0.94701087474823,0.002
0.1455925703048706,0.9467405676841736,0.002
0.14663344621658325,0.9463098645210266,0.002
0.14669322967529297,0.9463815689086914,0.002
0.14625784754753113,0.94677734375,0.002
0.14698688685894012,0.9465206265449524,0.002
0.14631937444210052,0.9469068646430969,0.002
0.14625677466392517,0.9471275210380554,0.002
0.14584040641784668,0.9471874833106995,0.002
0.12805555760860443,0.96875,0.002
0.12436895072460175,0.96875,0.002
0.1369304358959198,0.96875,0.002
0.15247799456119537,0.953125,0.002
0.15515100955963135,0.949999988079071,0.002
0.15183430910110474,0.9453125,0.002
0.1489882469177246,0.9441964030265808,0.002
0.14635004103183746,0.9453125,0.002
0.14851930737495422,0.9427083134651184,0.002
0.14015381038188934,0.9468749761581421,0.002
0.15022467076778412,0.9446022510528564,0.002
0.14891260862350464,0.9453125,0.002
0.1657256782054901,0.9399038553237915,0.002
0.16052226722240448,0.9419642686843872,0.002
0.15314075350761414,0.9447916746139526,0.002
0.15303078293800354,0.9453125,0.002
0.153032124042511,0.9439338445663452,0.002
0.15526863932609558,0.9427083134651184,0.002
0.1533956229686737,0.9449012875556946,0.002
0.16091349720954895,0.940625011920929,0.002
0.15681402385234833,0.9427083134651184,0.002
0.1561109572649002,0.9431818127632141,0.002
0.15468791127204895,0.9442934989929199,0.002
0.16019387543201447,0.9420573115348816,0.002
0.1655593067407608,0.9387500286102295,0.002
0.16589172184467316,0.9387019276618958,0.002
0.16871517896652222,0.9386574029922485,0.002
0.16504758596420288,0.9408482313156128,0.002
0.16367076337337494,0.9418103694915771,0.002
0.16233740746974945,0.942187488079071,0.002
0.15828731656074524,0.9440523982048035,0.002
0.1550169587135315,0.94580078125,0.002
0.15497930347919464,0.9460227489471436,0.002
0.15503054857254028,0.9453125,0.002
0.15284252166748047,0.9459821581840515,0.002
0.15491290390491486,0.9457465410232544,0.002
0.1530613750219345,0.9463682174682617,0.002
0.1517602503299713,0.9465460777282715,0.002
0.15065865218639374,0.9471153616905212,0.002
0.1481853574514389,0.948046863079071,0.002
0.1480531394481659,0.9477896094322205,0.002
0.1479722410440445,0.9482886791229248,0.002
0.14581316709518433,0.9494912624359131,0.002
0.14655156433582306,0.9488636255264282,0.002
0.1454332321882248,0.9486111402511597,0.002
0.14548565447330475,0.9480298757553101,0.002
0.14406530559062958,0.9481382966041565,0.002
0.14489370584487915,0.947265625,0.002
0.14352597296237946,0.9473851919174194,0.002
0.14497871696949005,0.9468749761581421,0.002
0.1439252495765686,0.9473039507865906,0.002
0.14193657040596008,0.948317289352417,0.002
0.14268758893013,0.948113203048706,0.002
0.1417638212442398,0.9482060074806213,0.002
0.14304420351982117,0.9474431872367859,0.002
0.14200317859649658,0.9478236436843872,0.002
0.14186736941337585,0.9479166865348816,0.002
0.1415395587682724,0.9471982717514038,0.002
0.14090080559253693,0.9472987055778503,0.002
0.14177313446998596,0.9471353888511658,0.002
0.14160244166851044,0.946977436542511,0.002
0.14153489470481873,0.9470766186714172,0.002
0.1412666290998459,0.9471726417541504,0.002
0.1398850977420807,0.947509765625,0.002
0.14349131286144257,0.9463942050933838,0.002
0.14283275604248047,0.9464961886405945,0.002
0.1419498771429062,0.9465951323509216,0.002
0.1429353952407837,0.9460018277168274,0.002
0.14143933355808258,0.9467844367027283,0.002
0.14091600477695465,0.9466517567634583,0.002
0.1422954797744751,0.9465228915214539,0.002
0.14121609926223755,0.9468315839767456,0.002
0.14217789471149445,0.9467037916183472,0.002
0.14189553260803223,0.9465793967247009,0.002
0.1409621685743332,0.9470833539962769,0.002
0.14098265767097473,0.9469572305679321,0.002
0.1407700628042221,0.9468344449996948,0.002
0.14053301513195038,0.9473156929016113,0.002
0.1403123438358307,0.9473892450332642,0.002
0.14060519635677338,0.947070300579071,0.002
0.1404963582754135,0.9469521641731262,0.002
0.1407524049282074,0.9468368887901306,0.002
0.14027883112430573,0.9469126462936401,0.002
0.14026464521884918,0.9469866156578064,0.002
0.14072580635547638,0.9468749761581421,0.002
0.1403384506702423,0.9473110437393188,0.002
0.1398489624261856,0.9475574493408203,0.002
0.13920088112354279,0.9479758739471436,0.002
0.13875232636928558,0.948209285736084,0.002
0.13845853507518768,0.9486111402511597,0.002
0.1398182362318039,0.948317289352417,0.002
0.1392042636871338,0.948369562625885,0.002
0.13891583681106567,0.9484207034111023,0.002
0.13837188482284546,0.9486369490623474,0.002
0.13897493481636047,0.948519766330719,0.002
0.14043685793876648,0.9480794072151184,0.002
0.1401320844888687,0.9481314420700073,0.002
0.13967210054397583,0.9483418464660645,0.002
0.13969828188419342,0.9482323527336121,0.002
0.13984869420528412,0.9481250047683716,0.002
0.18471068143844604,0.890625,0.002
0.19018203020095825,0.8984375,0.002
0.1517813801765442,0.9270833134651184,0.002
0.15133355557918549,0.9296875,0.002
0.16322438418865204,0.925000011920929,0.002
0.1641944795846939,0.921875,0.002
0.17162729799747467,0.9196428656578064,0.002
0.15808060765266418,0.927734375,0.002
0.1489199846982956,0.9305555820465088,0.002
0.1416204273700714,0.932812511920929,0.002
0.14160576462745667,0.9332386255264282,0.002
0.14461052417755127,0.93359375,0.002
0.14545033872127533,0.9350961446762085,0.002
0.14433471858501434,0.9363839030265808,0.002
0.14379087090492249,0.9364583492279053,0.002
0.13797789812088013,0.9404296875,0.002
0.13682587444782257,0.9411764740943909,0.002
0.13611721992492676,0.9427083134651184,0.002
0.13445161283016205,0.9416118264198303,0.002
0.1320183277130127,0.9429687261581421,0.002
0.1307123303413391,0.944940447807312,0.002
0.12729234993457794,0.9467329382896423,0.002
0.12548182904720306,0.9476901888847351,0.002
0.13286450505256653,0.9466145634651184,0.002
0.1360764056444168,0.9468749761581421,0.002
0.13524965941905975,0.9471153616905212,0.002
0.13864316046237946,0.9456018805503845,0.002
0.13865680992603302,0.9458705186843872,0.002
0.13976718485355377,0.9461206793785095,0.002
0.13929496705532074,0.9458333253860474,0.002
0.13734589517116547,0.9465726017951965,0.002
0.13829462230205536,0.9462890625,0.002
0.13712340593338013,0.9469696879386902,0.002
0.1377934366464615,0.9466911554336548,0.002
0.13758248090744019,0.9468749761581421,0.002
0.13971613347530365,0.9470486044883728,0.002
0.13835789263248444,0.947212815284729,0.002
0.13971932232379913,0.9461348652839661,0.002
0.1392887383699417,0.9459134340286255,0.002
0.13787345588207245,0.946484386920929,0.002
0.13722969591617584,0.9470274448394775,0.002
0.1357228010892868,0.9479166865348816,0.002
0.13561272621154785,0.9480378031730652,0.002
0.13555267453193665,0.9481534361839294,0.002
0.13393177092075348,0.9489583373069763,0.002
0.13377052545547485,0.9490489363670349,0.002
0.1329912543296814,0.9491356611251831,0.002
0.13382232189178467,0.9488932490348816,0.002
0.13210345804691315,0.949617326259613,0.002
0.1323225051164627,0.9493749737739563,0.002
